18.5	Meas:	 1 0	Est	     1.44865 1.72056e-308     0.169791  3.5043e-308 7.45972e-309	Number of Objects	0
18.6	Meas:	 1 0	Est	     1.46281 1.74571e-308     0.170621 3.53322e-308 7.51759e-309	Number of Objects	0
18.7	Meas:	 1 0	Est	     1.47702 1.77089e-308      0.17145 3.56205e-308 7.57551e-309	Number of Objects	0
18.8	Meas:	 1 0	Est	     1.49129 1.79611e-308     0.172279 3.59081e-308 7.63346e-309	Number of Objects	0
18.9	Meas:	 1 0	Est	     1.50561 1.82135e-308     0.173106 3.61949e-308 7.69146e-309	Number of Objects	0
19	Meas:	 1 0	Est	     1.51998 1.84661e-308     0.173933 3.64808e-308  7.7495e-309	Number of Objects	0
19.1	Meas:	 1 0	Est	     1.53441 1.87188e-308     0.174759 3.67659e-308 7.80759e-309	Number of Objects	0
19.2	Meas:	 1 0	Est	     1.54889 1.89715e-308     0.175584 3.70501e-308 7.86571e-309	Number of Objects	0
19.3	Meas:	 1 0	Est	     1.56343 1.92242e-308     0.176408 3.73335e-308 7.92387e-309	Number of Objects	0
19.4	Meas:	 1 0	Est	     1.57802 1.94768e-308     0.177232 3.76159e-308 7.98208e-309	Number of Objects	0
19.5	Meas:	 1 0	Est	     1.59266 1.97291e-308     0.178054 3.78974e-308 8.04032e-309	Number of Objects	0
19.6	Meas:	 1 0	Est	     1.60736 1.99813e-308     0.178876 3.81779e-308  8.0986e-309	Number of Objects	0
19.7	Meas:	 1 0	Est	     1.62211  2.0233e-308     0.179697 3.84575e-308 8.15692e-309	Number of Objects	0
19.8	Meas:	 1 0	Est	     1.63691 2.04844e-308     0.180517 3.87361e-308 8.21528e-309	Number of Objects	0
19.9	Meas:	 1 0	Est	     1.65176 2.07353e-308     0.181337 3.90137e-308 8.27367e-309	Number of Objects	0
20	Meas:	 1 0	Est	     1.66666 2.09856e-308     0.182155 3.92903e-308  8.3321e-309	Number of Objects	0
20.1	Meas:	 1 0	Est	     1.68162 2.12353e-308     0.182973 3.95659e-308 8.39057e-309	Number of Objects	0
20.2	Meas:	 1 0	Est	     1.69663 2.14842e-308      0.18379 3.98405e-308 8.44908e-309	Number of Objects	0
20.3	Meas:	 1 0	Est	     1.71169 2.17323e-308     0.184606  4.0114e-308 8.50762e-309	Number of Objects	0
20.4	Meas:	 1 0	Est	      1.7268 2.19796e-308     0.185421 4.03864e-308  8.5662e-309	Number of Objects	0
20.5	Meas:	 1 0	Est	     1.74196 2.22258e-308     0.186236 4.06578e-308 8.62481e-309	Number of Objects	0
20.6	Meas:	 1 0	Est	     1.75718  2.2471e-308     0.187049  4.0928e-308 8.68346e-309	Number of Objects	0
20.7	Meas:	 1 0	Est	     1.77244 2.27151e-308     0.187862 4.11972e-308 8.74214e-309	Number of Objects	0
20.8	Meas:	 1 0	Est	     1.78776  2.2958e-308     0.188674 4.14652e-308 8.80086e-309	Number of Objects	0
20.9	Meas:	 1 0	Est	     1.80312 2.31995e-308     0.189485 4.17321e-308 8.85961e-309	Number of Objects	0
21	Meas:	 1 0	Est	     1.81854 2.34397e-308     0.190296 4.19979e-308  8.9184e-309	Number of Objects	0
21.1	Meas:	 1 0	Est	     1.83401 2.36784e-308     0.191105 4.22625e-308 8.97722e-309	Number of Objects	0
21.2	Meas:	 1 0	Est	     1.84952 2.39155e-308     0.191914 4.25259e-308 9.03608e-309	Number of Objects	0
21.3	Meas:	 1 0	Est	     1.86509  2.4151e-308     0.192722 4.27882e-308 9.09497e-309	Number of Objects	0
21.4	Meas:	 1 0	Est	      1.8807 2.43848e-308     0.193529 4.30493e-308 9.15389e-309	Number of Objects	0
21.5	Meas:	 1 0	Est	     1.89637 2.46167e-308     0.194335 4.33092e-308 9.21285e-309	Number of Objects	0
21.6	Meas:	 1 0	Est	     1.91208 2.48468e-308     0.195141 4.35679e-308 9.27184e-309	Number of Objects	0
